customer_profile_key,age,age_bracket,job,marital_status,education,has_credit_default,has_housing_loan,has_personal_loan
8121,59,56-65,technician,married,high.school,unknown,no,no
8122,49,46-55,management,married,basic.9y,unknown,no,yes
8123,54,46-55,services,married,basic.6y,no,yes,no
8124,32,26-35,technician,married,university.degree,no,yes,yes
8125,29,26-35,self-employed,single,university.degree,no,yes,yes
8126,39,36-45,blue-collar,married,professional.course,no,yes,no
8127,34,26-35,blue-collar,married,unknown,no,yes,no
8128,58,56-65,blue-collar,married,basic.6y,unknown,yes,yes
8129,53,46-55,self-employed,married,professional.course,no,yes,no
8130,47,46-55,services,married,unknown,no,yes,no
8131,54,46-55,management,married,university.degree,unknown,yes,no
8132,50,46-55,self-employed,married,professional.course,no,no,no
8133,54,46-55,technician,married,basic.9y,no,no,yes
8134,43,36-45,admin.,married,professional.course,unknown,no,no
8135,48,46-55,housemaid,married,basic.4y,unknown,no,yes
8136,45,36-45,management,divorced,high.school,no,no,yes
8137,38,36-45,blue-collar,single,high.school,no,yes,no
8138,45,36-45,management,divorced,high.school,no,yes,no
8139,44,36-45,admin.,single,university.degree,no,no,no
8140,58,56-65,blue-collar,married,basic.9y,no,yes,no
8141,48,46-55,blue-collar,married,university.degree,no,no,no
8142,48,46-55,blue-collar,married,basic.9y,no,no,yes
8143,56,56-65,admin.,married,basic.6y,no,yes,no
8144,53,46-55,services,married,basic.9y,unknown,no,no
8145,37,36-45,student,married,professional.course,no,no,no
8146,56,56-65,blue-collar,married,basic.9y,no,unknown,unknown
8147,42,36-45,technician,divorced,professional.course,no,yes,no
8148,46,46-55,technician,married,university.degree,unknown,no,no
8149,46,46-55,housemaid,married,high.school,no,yes,no
8150,35,26-35,technician,divorced,university.degree,no,yes,yes
8151,57,56-65,admin.,married,high.school,unknown,yes,no
8152,47,46-55,entrepreneur,married,university.degree,no,yes,yes
8153,35,26-35,management,married,university.degree,unknown,yes,no
8154,31,26-35,technician,married,professional.course,unknown,no,no
8155,48,46-55,unknown,married,basic.9y,no,no,no
8156,44,36-45,services,married,professional.course,no,no,yes
8157,44,36-45,services,married,professional.course,no,no,no
8158,34,26-35,technician,single,professional.course,no,yes,yes
8159,41,36-45,unknown,married,unknown,no,yes,no
8160,33,26-35,technician,divorced,professional.course,no,no,yes
8161,33,26-35,technician,divorced,professional.course,no,yes,yes
8162,46,46-55,technician,single,professional.course,unknown,no,no
8163,33,26-35,student,divorced,professional.course,no,no,no
8164,46,46-55,blue-collar,married,high.school,no,no,no
8165,41,36-45,unknown,married,unknown,no,yes,yes
8166,41,36-45,technician,married,university.degree,no,yes,yes
8167,54,46-55,technician,divorced,high.school,no,no,no
8168,57,56-65,admin.,married,high.school,no,yes,no
8169,39,36-45,technician,single,university.degree,no,yes,no
8170,41,36-45,unknown,married,unknown,no,no,no
8171,54,46-55,blue-collar,married,unknown,no,no,no
8172,49,46-55,admin.,divorced,professional.course,no,yes,yes
8173,30,26-35,unknown,married,university.degree,no,yes,no
8174,45,36-45,technician,divorced,high.school,no,yes,yes
8175,60,56-65,retired,married,university.degree,unknown,yes,yes
8176,48,46-55,housemaid,married,basic.4y,unknown,yes,no
8177,50,46-55,technician,divorced,university.degree,unknown,no,no
8178,47,46-55,entrepreneur,married,university.degree,no,no,no
8179,52,46-55,technician,divorced,professional.course,no,yes,no
8180,57,56-65,retired,married,basic.6y,no,no,no
8181,58,56-65,admin.,married,high.school,no,yes,yes
8182,52,46-55,admin.,married,unknown,no,yes,no
8183,52,46-55,technician,divorced,university.degree,no,no,yes
8184,52,46-55,admin.,married,unknown,no,no,no
8185,52,46-55,technician,divorced,professional.course,no,no,no
8186,45,36-45,housemaid,married,basic.4y,unknown,no,no
8187,48,46-55,management,married,high.school,unknown,no,no
8188,57,56-65,retired,married,professional.course,unknown,yes,no
8189,34,26-35,admin.,married,university.degree,unknown,yes,no
8190,51,46-55,technician,divorced,high.school,unknown,no,no
8191,43,36-45,management,married,university.degree,unknown,yes,no
8192,58,56-65,services,married,unknown,unknown,yes,no
8193,45,36-45,technician,married,professional.course,unknown,yes,no
8194,55,46-55,admin.,married,professional.course,no,yes,yes
8195,48,46-55,admin.,married,university.degree,unknown,yes,no
8196,52,46-55,services,divorced,basic.6y,no,yes,no
8197,44,36-45,admin.,married,basic.4y,unknown,yes,no
8198,44,36-45,technician,married,university.degree,no,yes,no
8199,49,46-55,admin.,married,university.degree,no,no,yes
8200,37,36-45,admin.,single,professional.course,no,no,no
8201,32,26-35,housemaid,married,professional.course,no,yes,yes
8202,39,36-45,unemployed,divorced,university.degree,unknown,no,no
8203,57,56-65,housemaid,married,unknown,no,no,no
8204,36,36-45,self-employed,married,basic.9y,no,no,no
8205,54,46-55,technician,divorced,university.degree,no,no,no
8206,40,36-45,admin.,married,university.degree,no,no,yes
8207,45,36-45,technician,married,professional.course,unknown,yes,yes
8208,43,36-45,entrepreneur,married,professional.course,no,no,no
8209,37,36-45,admin.,divorced,university.degree,no,yes,yes
8210,34,26-35,blue-collar,married,professional.course,no,no,yes
8211,38,36-45,housemaid,married,university.degree,no,yes,no
8212,59,56-65,blue-collar,married,basic.9y,no,yes,no
8213,44,36-45,self-employed,married,professional.course,no,yes,no
8214,33,26-35,housemaid,single,university.degree,unknown,yes,no
8215,41,36-45,admin.,divorced,university.degree,no,yes,no
8216,46,46-55,blue-collar,divorced,professional.course,no,yes,no
8217,58,56-65,retired,married,university.degree,unknown,yes,yes
8218,53,46-55,services,married,high.school,no,yes,no
8219,58,56-65,housemaid,married,basic.4y,no,no,no
8220,31,26-35,management,married,university.degree,no,no,yes
8221,38,36-45,technician,married,professional.course,no,no,yes
8222,45,36-45,self-employed,married,basic.9y,no,no,no
8223,32,26-35,admin.,single,university.degree,unknown,yes,yes
8224,51,46-55,technician,married,high.school,unknown,unknown,unknown
8225,46,46-55,admin.,married,high.school,no,unknown,unknown
8226,31,26-35,technician,single,high.school,no,no,no
8227,31,26-35,admin.,married,professional.course,no,yes,no
8228,45,36-45,blue-collar,married,basic.6y,unknown,yes,yes
8229,44,36-45,unemployed,married,high.school,unknown,yes,no
8230,31,26-35,technician,single,high.school,no,yes,yes
8231,49,46-55,unemployed,married,professional.course,unknown,yes,no
8232,37,36-45,self-employed,married,university.degree,no,yes,yes
8233,40,36-45,admin.,divorced,university.degree,no,yes,yes
8234,40,36-45,admin.,divorced,university.degree,no,no,yes
8235,55,46-55,technician,married,university.degree,no,no,yes
8236,50,46-55,admin.,divorced,high.school,unknown,no,no
8237,50,46-55,admin.,divorced,high.school,unknown,no,yes
8238,32,26-35,technician,married,high.school,unknown,no,no
8239,37,36-45,technician,single,high.school,no,yes,no
8240,31,26-35,technician,married,professional.course,no,yes,yes
8241,31,26-35,admin.,married,university.degree,no,unknown,unknown
8242,50,46-55,unemployed,married,high.school,unknown,yes,yes
8243,38,36-45,admin.,single,high.school,no,yes,no
8244,38,36-45,admin.,single,high.school,no,no,no
8245,33,26-35,technician,married,high.school,unknown,no,yes
8246,48,46-55,unknown,married,unknown,no,yes,no
8247,31,26-35,technician,single,high.school,no,yes,no
8248,44,36-45,technician,married,professional.course,unknown,unknown,unknown
8249,59,56-65,housemaid,married,basic.4y,unknown,yes,no
8250,50,46-55,unemployed,married,high.school,unknown,yes,no
8251,51,46-55,admin.,single,university.degree,unknown,yes,no
8252,52,46-55,technician,divorced,university.degree,no,yes,yes
8253,31,26-35,technician,single,university.degree,no,unknown,unknown
8254,45,36-45,retired,married,basic.9y,no,yes,no
8255,52,46-55,technician,single,professional.course,no,yes,no
8256,51,46-55,entrepreneur,married,basic.9y,no,no,no
8257,55,46-55,admin.,married,university.degree,unknown,no,yes
8258,51,46-55,technician,married,high.school,unknown,no,no
8259,36,36-45,self-employed,married,basic.4y,unknown,yes,no
8260,48,46-55,blue-collar,married,unknown,no,yes,yes
8261,34,26-35,unknown,married,unknown,unknown,no,no
8262,37,36-45,technician,single,professional.course,no,no,yes
8263,45,36-45,admin.,divorced,high.school,no,yes,yes
8264,46,46-55,management,married,high.school,no,no,no
8265,43,36-45,technician,married,professional.course,unknown,no,no
8266,57,56-65,blue-collar,married,basic.6y,no,no,no
8267,43,36-45,admin.,single,university.degree,no,yes,yes
8268,59,56-65,retired,married,high.school,no,no,no
8269,34,26-35,admin.,divorced,high.school,no,no,no
8270,54,46-55,retired,married,high.school,no,no,no
8271,33,26-35,technician,married,high.school,no,yes,yes
8272,35,26-35,self-employed,married,basic.4y,unknown,unknown,unknown
8273,31,26-35,services,married,professional.course,unknown,no,yes
8274,49,46-55,management,married,university.degree,no,unknown,unknown
8275,29,26-35,management,married,university.degree,no,no,yes
8276,47,46-55,entrepreneur,married,basic.6y,unknown,no,no
8277,30,26-35,self-employed,single,university.degree,no,yes,yes
8278,39,36-45,technician,married,high.school,no,yes,yes
8279,49,46-55,housemaid,married,university.degree,no,yes,no
8280,42,36-45,technician,married,professional.course,no,yes,yes
8281,43,36-45,admin.,single,university.degree,no,no,yes
8282,46,46-55,management,married,high.school,no,yes,yes
8283,45,36-45,unemployed,married,high.school,no,no,no
8284,41,36-45,technician,married,unknown,unknown,yes,yes
8285,37,36-45,technician,married,high.school,unknown,no,no
8286,51,46-55,housemaid,married,basic.4y,unknown,no,yes
8287,34,26-35,student,single,university.degree,no,no,no
8288,30,26-35,student,single,university.degree,no,yes,yes
8289,46,46-55,self-employed,married,basic.4y,no,no,yes
8290,48,46-55,admin.,married,unknown,no,no,no
8291,48,46-55,blue-collar,married,basic.4y,unknown,no,yes
8292,54,46-55,blue-collar,married,basic.4y,unknown,yes,no
8293,31,26-35,self-employed,married,basic.4y,unknown,yes,no
8294,35,26-35,technician,single,university.degree,no,yes,yes
8295,45,36-45,blue-collar,married,professional.course,no,yes,no
8296,45,36-45,blue-collar,married,professional.course,no,no,no
8297,49,46-55,housemaid,married,university.degree,no,yes,yes
8298,34,26-35,technician,divorced,university.degree,no,yes,yes
8299,41,36-45,technician,divorced,university.degree,no,no,no
8300,41,36-45,technician,divorced,university.degree,no,yes,no
8301,40,36-45,housemaid,divorced,basic.9y,no,yes,no
8302,31,26-35,admin.,single,university.degree,unknown,no,yes
8303,31,26-35,admin.,single,university.degree,unknown,yes,no
8304,52,46-55,management,married,university.degree,unknown,yes,yes
8305,48,46-55,services,married,basic.4y,unknown,no,no
8306,48,46-55,services,married,basic.4y,unknown,yes,no
8307,39,36-45,admin.,single,high.school,no,unknown,unknown
8308,49,46-55,admin.,married,basic.9y,unknown,no,yes
8309,56,56-65,admin.,married,basic.6y,unknown,no,no
8310,47,46-55,admin.,single,university.degree,no,yes,no
8311,46,46-55,technician,single,university.degree,no,no,no
8312,41,36-45,unemployed,divorced,university.degree,unknown,yes,no
8313,45,36-45,self-employed,married,basic.4y,no,no,no
8314,59,56-65,retired,married,high.school,no,unknown,unknown
8315,36,36-45,technician,divorced,university.degree,no,yes,no
8316,38,36-45,housemaid,married,basic.4y,no,no,no
8317,33,26-35,admin.,married,university.degree,unknown,yes,yes
8318,31,26-35,services,married,professional.course,unknown,yes,no
8319,48,46-55,services,married,basic.4y,unknown,no,yes
8320,45,36-45,self-employed,married,basic.4y,no,yes,yes
8321,29,26-35,services,single,professional.course,no,yes,yes
8322,29,26-35,technician,single,high.school,no,yes,no
8323,47,46-55,management,married,high.school,no,no,no
8324,50,46-55,services,married,unknown,no,yes,no
8325,45,36-45,admin.,divorced,university.degree,no,no,yes
8326,56,56-65,blue-collar,married,basic.4y,unknown,no,yes
8327,54,46-55,admin.,single,university.degree,unknown,no,no
8328,46,46-55,admin.,married,basic.9y,no,no,no
8329,58,56-65,admin.,married,high.school,no,no,no
8330,44,36-45,unemployed,married,professional.course,unknown,no,no
8331,37,36-45,student,married,professional.course,unknown,yes,no
8332,37,36-45,student,married,professional.course,unknown,no,no
8333,33,26-35,unknown,married,unknown,unknown,no,no
8334,52,46-55,technician,divorced,high.school,no,yes,no
8335,37,36-45,housemaid,married,high.school,unknown,no,no
8336,37,36-45,housemaid,married,high.school,unknown,yes,no
8337,46,46-55,technician,married,professional.course,unknown,no,no
8338,54,46-55,self-employed,married,basic.9y,unknown,yes,no
8339,50,46-55,entrepreneur,married,professional.course,no,yes,yes
8340,31,26-35,housemaid,married,basic.4y,no,yes,no
8341,48,46-55,blue-collar,married,unknown,unknown,unknown,unknown
8342,50,46-55,admin.,married,basic.9y,no,yes,no
8343,55,46-55,admin.,married,unknown,unknown,yes,no
8344,44,36-45,self-employed,married,university.degree,no,no,no
8345,58,56-65,unemployed,married,professional.course,unknown,yes,no
8346,45,36-45,blue-collar,married,high.school,unknown,no,no
8347,50,46-55,entrepreneur,married,professional.course,unknown,yes,no
8348,51,46-55,technician,divorced,professional.course,no,yes,no
8349,38,36-45,housemaid,married,basic.6y,no,yes,no
8350,58,56-65,unemployed,married,professional.course,unknown,no,no
8351,36,36-45,admin.,married,high.school,unknown,yes,yes
8352,59,56-65,unemployed,married,professional.course,no,no,no
8353,56,56-65,admin.,married,basic.4y,no,no,no
8354,46,46-55,services,married,basic.6y,no,yes,no
8355,47,46-55,technician,married,high.school,unknown,yes,no
8356,31,26-35,entrepreneur,married,university.degree,no,no,no
8357,31,26-35,admin.,married,professional.course,unknown,yes,no
8358,51,46-55,technician,divorced,professional.course,no,no,yes
8359,50,46-55,unemployed,married,professional.course,unknown,yes,no
8360,57,56-65,retired,married,professional.course,no,yes,no
8361,33,26-35,technician,married,high.school,unknown,no,no
8362,33,26-35,housemaid,married,basic.9y,no,yes,no
8363,51,46-55,technician,married,university.degree,unknown,no,no
8364,52,46-55,blue-collar,married,high.school,no,no,no
8365,45,36-45,technician,married,high.school,no,yes,yes
8366,47,46-55,services,married,high.school,no,yes,yes
8367,51,46-55,admin.,divorced,high.school,no,no,no
8368,40,36-45,technician,single,university.degree,no,yes,yes
8369,36,36-45,blue-collar,married,professional.course,no,no,no
8370,48,46-55,technician,married,university.degree,unknown,no,no
8371,57,56-65,technician,married,high.school,unknown,no,yes
8372,33,26-35,admin.,married,professional.course,no,yes,no
8373,57,56-65,technician,married,high.school,unknown,no,no
8374,45,36-45,admin.,married,high.school,unknown,yes,yes
8375,35,26-35,housemaid,married,university.degree,unknown,no,yes
8376,47,46-55,entrepreneur,married,high.school,no,unknown,unknown
8377,50,46-55,services,married,basic.4y,no,no,no
8378,44,36-45,services,married,high.school,unknown,yes,yes
8379,29,26-35,admin.,single,university.degree,unknown,no,no
8380,30,26-35,admin.,divorced,university.degree,no,unknown,unknown
8381,60,56-65,admin.,married,university.degree,no,yes,yes
8382,54,46-55,self-employed,married,professional.course,no,no,no
8383,47,46-55,admin.,married,basic.9y,no,no,no
8384,55,46-55,admin.,married,professional.course,no,yes,no
8385,50,46-55,blue-collar,married,basic.6y,no,yes,no
8386,36,36-45,technician,married,university.degree,no,unknown,unknown
8387,51,46-55,housemaid,married,basic.4y,unknown,no,no
8388,45,36-45,admin.,married,high.school,unknown,unknown,unknown
8389,40,36-45,technician,single,university.degree,no,yes,no
8390,44,36-45,technician,divorced,high.school,unknown,yes,no
8391,30,26-35,admin.,divorced,university.degree,no,no,no
8392,34,26-35,technician,single,high.school,unknown,no,no
8393,52,46-55,services,married,professional.course,no,no,yes
8394,38,36-45,admin.,married,university.degree,unknown,yes,no
8395,34,26-35,admin.,divorced,high.school,no,yes,yes
8396,51,46-55,admin.,divorced,university.degree,no,yes,yes
8397,49,46-55,housemaid,married,basic.4y,no,yes,no
8398,52,46-55,blue-collar,married,basic.6y,unknown,no,no
8399,58,56-65,self-employed,married,university.degree,no,yes,no
8400,31,26-35,unemployed,married,university.degree,no,yes,no
8401,32,26-35,technician,divorced,university.degree,no,yes,yes
8402,48,46-55,housemaid,married,basic.6y,unknown,no,no
8403,57,56-65,retired,married,basic.9y,unknown,yes,no
8404,38,36-45,technician,married,professional.course,unknown,no,yes
8405,42,36-45,self-employed,married,university.degree,no,no,yes
8406,44,36-45,self-employed,married,professional.course,no,unknown,unknown
8407,38,36-45,entrepreneur,married,university.degree,no,unknown,unknown
8408,44,36-45,admin.,married,high.school,unknown,yes,no
8409,34,26-35,admin.,divorced,high.school,no,yes,no
8410,53,46-55,admin.,divorced,high.school,no,no,yes
8411,41,36-45,technician,divorced,university.degree,no,yes,yes
8412,52,46-55,retired,married,high.school,no,yes,no
8413,34,26-35,entrepreneur,married,university.degree,unknown,yes,no
8414,59,56-65,retired,married,basic.4y,no,yes,no
8415,38,36-45,technician,divorced,high.school,no,yes,no
8416,39,36-45,technician,single,high.school,no,no,no
8417,37,36-45,technician,married,high.school,unknown,yes,yes
8418,38,36-45,technician,divorced,high.school,no,no,no
8419,56,56-65,unknown,married,basic.4y,no,yes,no
8420,43,36-45,admin.,married,university.degree,no,unknown,unknown
8421,47,46-55,retired,married,basic.9y,unknown,no,yes
8422,55,46-55,services,married,high.school,unknown,no,no
8423,32,26-35,technician,married,high.school,no,yes,no
8424,37,36-45,housemaid,married,university.degree,unknown,no,yes
8425,35,26-35,unemployed,single,university.degree,no,no,no
8426,41,36-45,self-employed,married,professional.course,no,no,no
8427,41,36-45,self-employed,married,professional.course,no,yes,no
8428,37,36-45,admin.,married,university.degree,unknown,yes,yes
8429,50,46-55,admin.,married,basic.4y,unknown,yes,no
8430,36,36-45,housemaid,married,basic.6y,no,no,no
8431,51,46-55,technician,married,professional.course,unknown,yes,yes
8432,57,56-65,technician,single,high.school,no,yes,no
8433,39,36-45,admin.,single,university.degree,unknown,no,yes
8434,47,46-55,technician,single,high.school,no,no,no
8435,58,56-65,technician,married,professional.course,no,unknown,unknown
8436,37,36-45,technician,single,professional.course,no,yes,yes
8437,29,26-35,technician,married,university.degree,unknown,yes,no
8438,37,36-45,technician,single,professional.course,unknown,yes,no
8439,30,26-35,management,married,high.school,no,no,no
8440,33,26-35,technician,single,high.school,no,yes,yes
8441,52,46-55,blue-collar,married,basic.6y,unknown,yes,no
8442,36,36-45,self-employed,married,high.school,unknown,yes,no
8443,37,36-45,technician,divorced,professional.course,no,yes,yes
8444,31,26-35,unemployed,single,university.degree,no,yes,no
8445,49,46-55,blue-collar,married,basic.6y,no,yes,yes
8446,30,26-35,technician,single,university.degree,no,no,yes
8447,55,46-55,admin.,married,professional.course,no,no,no
8448,52,46-55,unemployed,married,university.degree,no,yes,no
8449,30,26-35,technician,single,high.school,unknown,no,no
8450,34,26-35,admin.,single,university.degree,unknown,yes,yes
8451,40,36-45,technician,married,professional.course,no,unknown,unknown
8452,38,36-45,technician,single,high.school,unknown,yes,yes
8453,56,56-65,blue-collar,married,basic.9y,unknown,yes,yes
8454,55,46-55,retired,married,basic.9y,no,no,no
8455,38,36-45,admin.,married,university.degree,unknown,no,no
8456,30,26-35,housemaid,married,basic.6y,no,yes,no
8457,39,36-45,technician,single,high.school,unknown,yes,no
8458,32,26-35,entrepreneur,married,university.degree,no,no,no
8459,37,36-45,technician,married,university.degree,unknown,yes,yes
8460,38,36-45,technician,single,high.school,unknown,no,no
8461,32,26-35,technician,married,university.degree,unknown,no,no
8462,33,26-35,housemaid,married,high.school,no,yes,no
8463,33,26-35,admin.,single,university.degree,no,unknown,unknown
8464,57,56-65,housemaid,married,basic.9y,unknown,yes,no
8465,40,36-45,self-employed,single,university.degree,no,no,no
8466,36,36-45,admin.,single,university.degree,unknown,yes,no
8467,55,46-55,blue-collar,married,basic.6y,no,yes,yes
8468,54,46-55,blue-collar,married,basic.4y,no,unknown,unknown
8469,54,46-55,self-employed,married,basic.9y,no,no,no
8470,50,46-55,management,married,university.degree,no,yes,yes
8471,48,46-55,technician,married,university.degree,no,yes,yes
8472,40,36-45,management,married,high.school,unknown,yes,no
8473,44,36-45,admin.,married,high.school,no,no,yes
8474,50,46-55,blue-collar,married,professional.course,unknown,no,no
8475,58,56-65,retired,married,university.degree,no,yes,no
8476,52,46-55,housemaid,married,basic.6y,no,no,no
8477,52,46-55,housemaid,married,basic.6y,no,yes,no
8478,31,26-35,housemaid,single,university.degree,no,yes,no
8479,39,36-45,management,married,university.degree,no,unknown,unknown
8480,36,36-45,services,married,professional.course,no,yes,yes
8481,56,56-65,retired,married,high.school,no,unknown,unknown
8482,53,46-55,entrepreneur,married,basic.9y,unknown,yes,no
8483,38,36-45,technician,married,high.school,no,unknown,unknown
8484,46,46-55,services,married,university.degree,no,no,no
8485,31,26-35,housemaid,single,professional.course,unknown,yes,yes
8486,37,36-45,technician,married,professional.course,no,yes,yes
8487,59,56-65,technician,married,professional.course,no,no,yes
8488,38,36-45,technician,single,high.school,unknown,no,yes
8489,45,36-45,self-employed,married,basic.4y,unknown,unknown,unknown
8490,31,26-35,unemployed,single,university.degree,no,no,no
8491,46,46-55,services,married,unknown,no,no,no
8492,51,46-55,admin.,divorced,professional.course,no,no,yes
8493,34,26-35,services,married,professional.course,no,yes,no
8494,35,26-35,technician,married,high.school,no,yes,no
8495,36,36-45,technician,single,professional.course,no,unknown,unknown
8496,60,56-65,services,married,high.school,unknown,no,no
8497,39,36-45,technician,divorced,professional.course,no,yes,yes
8498,54,46-55,admin.,married,high.school,no,no,yes
8499,43,36-45,admin.,divorced,university.degree,unknown,no,no
8500,35,26-35,technician,married,high.school,unknown,no,yes
8501,35,26-35,management,married,university.degree,no,unknown,unknown
8502,42,36-45,technician,single,university.degree,no,yes,no
8503,29,26-35,management,married,university.degree,no,yes,yes
8504,59,56-65,retired,married,basic.9y,unknown,yes,no
8505,53,46-55,admin.,married,basic.9y,no,yes,no
8506,44,36-45,management,married,basic.9y,no,yes,no
8507,49,46-55,retired,divorced,professional.course,no,yes,yes
8508,31,26-35,services,single,university.degree,unknown,yes,no
8509,54,46-55,services,married,basic.4y,no,yes,no
8510,52,46-55,housemaid,divorced,high.school,no,yes,no
8511,39,36-45,admin.,divorced,university.degree,no,yes,no
8512,31,26-35,housemaid,married,basic.4y,no,no,yes
8513,56,56-65,blue-collar,married,unknown,no,yes,no
8514,32,26-35,technician,married,professional.course,unknown,yes,no
8515,60,56-65,services,married,basic.4y,no,yes,no
8516,56,56-65,admin.,married,professional.course,no,yes,no
8517,57,56-65,self-employed,married,basic.9y,no,no,no
8518,29,26-35,technician,unknown,high.school,no,yes,no
8519,35,26-35,admin.,married,university.degree,unknown,yes,yes
8520,35,26-35,technician,married,professional.course,unknown,yes,yes
8521,51,46-55,admin.,married,university.degree,unknown,unknown,unknown
8522,45,36-45,blue-collar,married,high.school,unknown,yes,no
8523,59,56-65,retired,married,university.degree,no,no,yes
8524,58,56-65,admin.,married,university.degree,no,no,no
8525,38,36-45,management,married,university.degree,unknown,no,yes
8526,56,56-65,admin.,married,university.degree,unknown,yes,yes
8527,39,36-45,technician,married,professional.course,no,yes,yes
8528,40,36-45,management,married,high.school,no,no,yes
8529,54,46-55,services,married,basic.4y,no,no,no
8530,57,56-65,admin.,single,university.degree,unknown,yes,yes
8531,33,26-35,admin.,single,university.degree,unknown,yes,yes
8532,54,46-55,services,married,basic.4y,no,yes,yes
8533,57,56-65,admin.,single,university.degree,unknown,yes,no
8534,55,46-55,entrepreneur,divorced,high.school,unknown,no,no
8535,40,36-45,technician,married,professional.course,unknown,yes,yes
8536,34,26-35,admin.,divorced,university.degree,no,yes,yes
8537,42,36-45,unemployed,married,university.degree,unknown,no,yes
8538,30,26-35,technician,married,university.degree,unknown,no,yes
8539,44,36-45,admin.,married,university.degree,unknown,no,yes
8540,48,46-55,management,married,university.degree,unknown,no,no
8541,54,46-55,admin.,single,university.degree,no,yes,no
8542,33,26-35,technician,single,university.degree,unknown,unknown,unknown
8543,45,36-45,self-employed,married,basic.6y,no,yes,no
8544,55,46-55,technician,married,university.degree,unknown,no,no
8545,54,46-55,blue-collar,married,basic.4y,unknown,unknown,unknown
8546,40,36-45,management,married,high.school,no,yes,no
8547,52,46-55,technician,married,professional.course,no,yes,yes
8548,56,56-65,admin.,married,university.degree,unknown,yes,no
8549,60,56-65,retired,married,basic.9y,unknown,no,no
8550,55,46-55,technician,married,university.degree,unknown,yes,no
8551,34,26-35,admin.,divorced,university.degree,no,yes,no
8552,34,26-35,entrepreneur,married,unknown,no,yes,no
8553,34,26-35,entrepreneur,married,unknown,no,no,no
8554,34,26-35,entrepreneur,married,unknown,no,yes,yes
8555,47,46-55,admin.,married,professional.course,no,yes,no
8556,34,26-35,unknown,married,basic.6y,no,yes,no
8557,31,26-35,technician,single,high.school,unknown,no,no
8558,52,46-55,housemaid,married,basic.6y,unknown,no,no
8559,41,36-45,housemaid,single,university.degree,no,yes,no
8560,57,56-65,technician,divorced,university.degree,no,yes,no
8561,51,46-55,management,married,high.school,unknown,no,no
8562,48,46-55,admin.,married,university.degree,unknown,yes,yes
8563,59,56-65,self-employed,married,basic.9y,no,yes,no
8564,36,36-45,admin.,unknown,university.degree,no,no,no
8565,36,36-45,admin.,unknown,university.degree,no,yes,no
8566,29,26-35,blue-collar,single,university.degree,no,yes,no
8567,31,26-35,technician,married,professional.course,unknown,yes,no
8568,56,56-65,retired,married,university.degree,no,no,no
8569,39,36-45,admin.,divorced,university.degree,no,no,no
8570,44,36-45,technician,divorced,professional.course,unknown,yes,yes
8571,46,46-55,retired,married,basic.9y,unknown,yes,no
8572,51,46-55,management,married,high.school,unknown,yes,no
8573,57,56-65,technician,single,university.degree,unknown,yes,no
8574,55,46-55,technician,divorced,professional.course,no,yes,no
8575,42,36-45,technician,single,university.degree,no,yes,yes
8576,45,36-45,admin.,single,university.degree,no,no,no
8577,58,56-65,blue-collar,married,basic.9y,unknown,no,no
8578,48,46-55,entrepreneur,married,basic.4y,unknown,no,no
8579,42,36-45,admin.,married,professional.course,unknown,yes,no
8580,42,36-45,admin.,married,professional.course,unknown,no,yes
8581,42,36-45,admin.,married,professional.course,unknown,yes,yes
8582,30,26-35,unknown,divorced,university.degree,no,no,yes
8583,23,18-25,entrepreneur,married,university.degree,no,yes,no
8584,55,46-55,self-employed,married,basic.4y,unknown,unknown,unknown
8585,47,46-55,housemaid,married,high.school,unknown,yes,no
8586,54,46-55,blue-collar,married,basic.4y,unknown,no,yes
8587,45,36-45,self-employed,married,basic.9y,unknown,yes,no
8588,56,56-65,blue-collar,married,basic.4y,no,unknown,unknown
8589,47,46-55,admin.,divorced,university.degree,unknown,no,no
8590,34,26-35,technician,married,university.degree,unknown,yes,no
8591,34,26-35,technician,married,university.degree,unknown,no,yes
8592,36,36-45,self-employed,married,basic.9y,unknown,yes,yes
8593,50,46-55,self-employed,married,basic.9y,no,yes,no
8594,54,46-55,blue-collar,married,university.degree,unknown,yes,no
8595,58,56-65,technician,divorced,university.degree,unknown,yes,no
8596,31,26-35,admin.,single,university.degree,unknown,no,no
8597,54,46-55,self-employed,married,university.degree,unknown,yes,no
8598,52,46-55,services,married,basic.9y,unknown,yes,yes
8599,41,36-45,technician,married,university.degree,unknown,yes,no
8600,41,36-45,admin.,divorced,university.degree,unknown,no,no
8601,36,36-45,self-employed,married,basic.9y,unknown,no,no
8602,30,26-35,admin.,single,university.degree,unknown,no,no
8603,45,36-45,services,married,high.school,unknown,yes,yes
8604,39,36-45,admin.,divorced,university.degree,no,yes,yes
8605,46,46-55,technician,married,high.school,unknown,no,no
8606,30,26-35,technician,married,professional.course,unknown,yes,no
8607,58,56-65,technician,married,high.school,no,yes,yes
8608,47,46-55,admin.,married,high.school,no,yes,yes
8609,30,26-35,admin.,married,high.school,unknown,no,yes
8610,31,26-35,housemaid,married,basic.6y,no,no,no
8611,58,56-65,technician,married,high.school,no,yes,no
8612,31,26-35,housemaid,married,university.degree,no,yes,yes
8613,31,26-35,housemaid,married,basic.6y,no,yes,yes
8614,57,56-65,technician,single,university.degree,unknown,yes,yes
8615,53,46-55,blue-collar,married,basic.6y,unknown,unknown,unknown
8616,59,56-65,technician,single,university.degree,unknown,yes,no
